Customer_ID,Age,Annual_Income,Credit_Score,Tenure_Months,Card_Tier,Acquisition_Channel,Credit_Limit,Avg_Monthly_Spend,Utilization_Rate,Avg_Payment_Ratio,Delinq_30D_Count,Satisfaction_Score,Churn_Risk
C00305,25,96903,757,18,Gold,Partner,18064,1829.5,0.184,0.977,0,8,0.04
C00306,30,97516,636,14,Gold,Partner,10141,1192.02,0.76,0.499,0,8,0.098
C00307,31,82402,671,48,Gold,Direct Mail,10022,1810.52,0.397,0.733,0,9,0.02
C00308,58,108367,796,11,Platinum,Digital,25398,2659.97,0.33,0.946,0,8,0.057
C00309,42,36861,594,40,Classic,Partner,2393,778.31,0.341,0.718,0,8,0.086
C00310,37,112704,686,23,Platinum,Branch,26518,2397.05,0.549,0.834,0,8,0.041
C00311,57,42854,649,31,Classic,Digital,4220,938.28,0.325,0.697,0,9,0.02
C00312,29,56672,598,93,Classic,Digital,4960,1036.43,0.553,0.699,0,8,0.036
C00313,22,47515,680,45,Classic, Partner,3701,794.23,0.284,0.667,0,5,0.215
C00314,31,60615,615,31,Classic,Branch,1000,271.54,0.49,0.666,0,6,0.158
C00315,54,36393,520,22,Classic,Digital,1000,150,0.396,0.549,1,8,0.076
C00316,22,82608,731,17,Classic,Digital,10550,1273.98,0.519,0.983,0,6,0.145
C00317,28,62210,696,15,Gold,Branch,7314,666.87,0.385,0.774,0,7,0.153
C00318,43,36048,594,34,Classic, Branch,1000,194.64,0.548,0.524,1,8,0.099
C00319,49,100596,799,64,Classic,Digital,12108,1312.74,0.268,1.0,0,8,0.056
C00320,50,121428,686,21,Platinum,Branch,24327,2680.91,0.332,0.79,0,9,0.044
C00321,42,46385,686,16,Classic,Digital,5937,715.5,0.719,0.662,0,9,0.02
C00322,53,80409,587,31,Classic,Direct Mail,3525,536.92,0.792,0.615,0,7,0.072
C00323,36,122088,736,45,Platinum,Direct Mail,27002,3105.72,0.214,0.832,0,6,0.185
C00324,36,67396,626,58,Classic,Digital,3537,636.76,0.499,0.665,0,5,0.215
C00325,44,53983,683,32,Classic,Partner,5042,390.48,0.554,0.891,0,8,0.021
C00326,33,45937,689,43,Classic,Partner,8002,1167.1,0.412,0.828,0,8,0.079
C00327,61,106440,781,38,Platinum,Partner,24318,3014.25,0.123,0.891,0,4,0.28
C00328,52,79401,700,15,Gold,Partner,11582,1485.01,0.534,0.779,0,8,0.056
C00329,35,37652,691,43,CLASSIC,Direct Mail,5283,290.5,0.388,0.818,0,6,0.155
C00330,32,80168,647,44,Gold,Branch,12371,1126.76,0.537,0.737,0,8,0.032
C00331,28,85294,736,64,Gold,Direct Mail,15654,1715.78,0.313,0.798,0,8,0.058
C00332,42,58893,683,26,Gold,Partner,9280,756.4,0.533,0.748,0,7,0.202
C00333,55,33041,737,5,Classic,Branch,4844,298.71,0.53,0.679,0,6,0.242
C00334,52,63949,679,96,Gold,Direct Mail,13267,1410.19,0.27,0.854,0,6,0.194
C00335,33,45925,693,6,Classic,Branch,5671,639.82,0.49,0.897,0,6,0.244
C00336,40,58272,643,36,Classic,Branch,6685,654.17,0.333,0.695,1,9,0.02
C00337,40,49234,667,39,Classic,Branch ,3324,150,0.45,0.745,0,8,0.067
C00338,49,107465,689,26,Platinum,Digital,25096,2538.01,0.381,0.797,0,7,0.097
C00339,55,57733,566,73,Classic,Digital,2286,1012.08,0.456,0.654,0,9,0.02
C00340,45,219356,707,35,Gold,Direct Mail,30164,3544.69,0.367,0.716,0,7,0.102
C00341,42,72141,688,44,Classic,Direct Mail,5642,483.65,0.475,0.841,0,9,0.02
C00342,53,73051,648,61,Gold,Digital,6852,595.68,0.278,0.68,0,5,0.308
C00343,42,129661,682,54,Platinum,Branch,24054,2997.88,0.358,0.836,0,6,0.193
C00344,50,64252,779,68,GOLD,Partner,12597,1837.48,0.178,0.985,0,8,0.038
C00345,65,42560,663,16,CLASSIC,Branch,4324,434.9,0.267,0.759,1,,0.02
C00346,23,69790,632,128,Classic,Direct Mail,5696,819.16,0.682,0.677,0,7,0.069
C00347,48,165407,663,34,Platinum,Digital,32543,3389.49,0.336,0.765,0,6,0.155
C00348,38,59084,719,52,Gold,Branch,11803,1088.11,0.447,0.853,0,9,0.022
C00349,38,60330,658,20,Classic,Partner,5363,635.17,0.54,0.792,0,7,0.089
C00350,21,86063,664,35,Gold,Direct Mail,8801,995.2,0.395,0.862,0,,0.254
C00351,55,57823,703,65,Gold,Digital,9686,763.64,0.501,0.875,0,7,0.176
C00352,37,80408,709,43,Gold,Partner,12461,1768.53,0.379,0.836,0,7,0.1
C00353,21,162104,795,32,Classic,Partner,16334,2170.53,0.287,0.989,0,9,0.02
C00354,30,53283,662,19,Classic,Partner,3274,463.18,0.244,0.782,0,5,0.239
C00355,43,84870,698,8,Gold,Partner,15225,1835.67,0.304,0.756,0,6,0.185
C00356,58,70213,668,52,Gold,Partner ,9733,1173.11,0.438,0.769,0,8,0.037
C00357,49,145959,634,79,Platinum,Branch,30427,3223.84,0.277,0.603,0,7,0.106
C00358,61,51127,717,30,Classic,Digital,8044,829.02,0.345,0.859,0,8,0.066
C00359,39,75846,623,61,Classic,Direct Mail,3219,331.49,0.352,0.511,0,6,0.129
C00360,34,36915,571,26,Classic,Partner,3388,267.91,0.632,0.615,0,7,0.119
C00361,42,84846,654,54,Gold,Digital,9852,1410.99,0.524,0.697,0,10,0.02
C00362,22,79268,647,62,Gold,Digital,7577,1096.27,0.382,0.633,0,6,0.167
C00363,49,80748,663,30,Gold,Digital,12134,1367.2,0.383,0.766,0,7,0.143
C00364,35,112034,659,39,Gold,Direct Mail,14691,1776.74,0.452,0.687,0,8,0.02
C00365,39,71699,694,65,Classic,direct mail,6760,275.32,0.326,0.872,0,7,0.156
C00366,31,58663,793,22,Gold,Digital,12753,1270.84,0.205,0.878,0,8,0.077
C00367,43,53595,652,20,Classic,Digital,5180,582.34,0.486,0.684,0,9,0.02
C00368,34,130099,783,36,Platinum,Branch,29074,2859.16,0.162,0.878,0,7,0.081
C00369,41,72837,712,82,Classic,DIGITAL,8510,1263.56,0.406,0.761,0,7,0.096
C00370,35,62073,693,37,Gold,digital,9889,1266.79,0.35,0.76,0,,0.183
C00371,35,57192,636,56,Classic,Digital,3643,668.92,0.458,0.734,0,5,0.189
C00372,32,92560,823,124,Platinum,Digital,25773,2605.15,0.115,0.834,0,8,0.063
C00373,42,77327,575,34,Classic,Digital,1381,352.73,0.389,0.623,0,7,0.08
C00374,46,82495,808,46,Platinum,DIGITAL,22259,2556.12,0.259,0.916,0,7,0.121
C00375,42,98403,711,27,Classic,Digital,12520,1691.53,0.186,0.797,0,8,0.092
C00376,21,114425,634,23,Gold,Branch,12568,1330.37,0.534,0.686,0,6,0.166
C00377,21,51060,620,30,Classic,Partner,3416,744.08,0.433,0.718,0,,0.02
C00378,41,104290,782,49,Classic,branch,13151,1665.66,0.14,0.876,0,6,0.157
C00379,37,97451,747,39,Platinum,Digital,24170,2964.59,0.618,0.804,0,10,0.02
C00380,54,155840,723,55,platinum,Partner,35714,3548.8,0.336,0.926,0,8,0.02
C00381,42,44046,645,89,Classic,Branch,1000,150,0.416,0.77,0,7,0.141
C00382,38,122038,623,44,Gold,Branch,14236,1864.11,0.487,0.688,0,8,0.099
C00383,61,35295,751,42,Gold,Direct Mail,7034,672.03,0.343,0.89,0,5,0.29
C00384,43,78476,699,100,Gold,Digital,12709,1347.91,0.256,0.782,0,9,0.02
C00385,31,135745,725,71,Platinum,Digital,30365,3131.41,0.318,1.0,0,8,0.02
C00386,55,95672,652,35, Gold,Digital,11005,1527.26,0.401,0.693,0,8,0.063
C00387,49,34174,656,10,Classic,Branch ,4232,192.49,0.413,0.767,0,10,0.02
C00388,41,31603,741,24,Classic,Partner,6911,966.6,0.366,0.822,0,10,0.02
C00389,21,96972,598,115,Classic,Digital,4883,718.28,0.433,0.659,1,6,0.232
C00390,38,70982,667,57,GOLD,Digital,11620,1415.04,0.607,0.588,0,10,0.02
C00391,44,57607,699,119,Gold,Digital,5960,545.97,0.342,0.758,0,8,0.154
C00392,45,41711,546,19,Classic,Direct Mail,1000,150,0.76,0.576,1,8,0.065
C00393,29,122757,706,22,Platinum,Digital,27497,3027.26,0.354,0.597,0,7,0.102
C00394,25,202732,701,132,Platinum,DIGITAL,40000,4360.74,0.564,0.984,0,6,0.136
C00395,34,62281,669,180,Gold,Branch,8888,824.16,0.554,0.734,0,9,0.035
C00396,38,38898,622,105,Classic,Digital,1663,184.8,0.431,0.693,0,6,0.145
C00397,52,76822,716,29,Gold,Digital,11425,1278.17,0.384,0.85,0,7,0.095
C00398,47,66013,725,35,Gold,Digital,10113,809.09,0.292,0.86,0,5,0.246
C00399,36,115083,697,59,Gold,Digital,16459,1723.17,0.252,0.888,0,4,0.294
C00400,47,84337,689,29,Gold,Partner,16166,1519.16,0.478,0.879,0,7,0.102
C00401,36,38670,789,34,Gold, Digital,10589,998.15,0.404,0.923,0,8,0.067
C00402,55,69720,649,76,Gold,Branch,8724,1161.88,0.305,0.761,0,8,0.092
C00403,52,76172,666,77,Gold,Digital,10850,1257.86,0.55,0.789,0,6,0.179
C00404,21,202897,648,39,Platinum,DIGITAL,38792,4213.53,0.415,0.66,0,5,0.166
C00405,34,56044,692,35,Gold,Branch,7674,851.26,0.344,0.662,0,8,0.139
C00406,56,98212,634,40,gold,Branch,10040,1415.75,0.517,0.593,0,7,0.113
C00407,48,167424,649,28,platinum,Digital,32491,3774.69,0.426,0.82,0,8,0.048
C00408,39,198030,704,73,Gold,Digital,28398,3246.51,0.222,0.821,0,7,0.146
C00409,55,46785,643,19,Classic,Direct Mail,1753,377.84,0.468,0.62,0,6,0.198
C00410,52,40978,727,13,Gold,Partner,5839,275.26,0.356,0.883,0,6,0.298
C00411,46,121537,706,41,Platinum,Digital,27982,3015.35,0.434,0.835,0,8,0.08
C00412,42,63246,629,23,Classic,Digital,3801,484.21,0.617,0.737,0,8,0.07
C00413,50,147622,705,25,Platinum,DIRECT MAIL,30877,3410.37,0.293,0.721,0,8,0.027
C00414,27,96779,643,25,Gold,Branch,16021,1826.02,0.28,0.707,0,9,0.02
C00415,41,127182,716,47,Platinum,Branch,26757,2643.36,0.364,0.937,1,9,0.031
C00416,28,28000,671,63,Classic,Digital,2610,894.89,0.547,0.819,0,10,0.02
C00417,55,40940,657,38,Classic,Branch,1882,161.55,0.488,0.721,0,10,0.02
C00418,41,95714,669,9,Gold,Branch,14508,2097.86,0.42,0.714,0,8,0.059
C00419,46,47574,745,43,Gold,Digital,5355,576.91,0.237,0.953,0,6,0.209
C00420,32,60868,607,49,classic,Digital,2334,169.05,0.409,0.638,0,6,0.175
C00421,42,58864,602,46,Classic,Digital,2216,343.93,0.745,0.781,0,8,0.097
C00422,49,52713,667,76,Classic,Branch ,5368,987.36,0.307,0.764,0,7,0.128
C00423,42,73478,700,46,Classic,Digital,6486,720.86,0.357,0.797,0,7,0.111
C00424,43,74162,700,29,Gold,Digital ,13351,1267.62,0.278,0.809,0,8,0.07
C00425,67,65838,601,28,Classic,Direct Mail,1885,389.95,0.727,0.649,0,6,0.153
C00426,21,28000,640,43,Classic,Direct Mail,1000,150,0.671,0.777,0,7,0.112
C00427,63,66741,758,74,Classic,Branch,11477,1489.99,0.284,0.79,0,9,0.02
C00428,27,77311,680,28,GOLD,Partner,13031,903.64,0.406,0.825,0,6,0.18
C00429,39,53241,610,99,Classic, Direct Mail,4818,466.65,0.395,0.548,1,7,0.099
C00430,41,37706,776,52,Classic,Digital,8936,899.58,0.242,0.724,0,9,0.02
C00431,51,202859,755,25,Classic,Direct Mail,19013,2448.17,0.161,0.74,0,7,0.114
C00432,42,28000,684,11,Classic,Digital,3363,500.79,0.507,0.898,0,6,0.181
C00433,52,47320,670,11,Classic,Digital,4425,637.0,0.487,0.581,1,8,0.082
C00434,44,84253,698,26,Gold,Partner,13133,1289.32,0.414,0.919,0,6,0.137
C00435,65,109532,725,28,Platinum,Direct Mail,24892,2544.05,0.257,0.958,0,7,0.103
C00436,53,85161,717,10,Gold,Digital,12069,1432.77,0.218,0.924,0,10,0.02
C00437,29,65875,766,74,Gold, Branch,10428,1269.62,0.365,0.968,0,9,0.02
C00438,21,47201,647,57,Classic,Partner,5208,757.69,0.682,0.689,0,6,0.169
C00439,46,46236,644,30,Classic,PARTNER,2895,467.28,0.4,0.871,1,8,0.033
C00440,21,90035,679,72,Gold,Branch,15427,1978.86,0.46,0.659,0,5,0.178
C00441,35,89866,731,20,Classic,Direct Mail,12459,1187.13,0.409,0.853,0,8,0.056
C00442,38,111080,614,50,Gold,Direct Mail,13128,1684.92,0.503,0.61,0,7,0.126
C00443,22,48690,701,75,Classic,Digital,1689,401.4,0.456,0.787,0,7,0.065
C00444,36,55542,668,38,Classic,Digital,5756,463.56,0.643,0.572,0,8,0.057
C00445,57,59654,759,50,Gold,Direct Mail,13503,1074.8,0.537,0.812,0,8,0.02
C00446,48,28000,784,14,Gold,Digital,6208,293.31,0.364,0.748,0,7,0.209
C00447,48,58904,629,21,Classic,Partner,5212,781.85,0.455,0.686,0,8,0.02
C00448,50,83616,710,137,Gold,Partner,16283,1546.09,0.237,0.903,0,5,0.211
C00449,48,67068,630,114,Classic,Branch,4222,398.55,0.626,0.717,0,6,0.169
C00450,22,29615,613,9,Classic,Branch,1000,579.03,0.422,0.752,0,7,0.145
C00451,41,33828,669,23,Classic,Digital,1630,292.74,0.439,0.82,0,9,0.02
C00452,43,48297,722,31,Gold, Partner,10137,1107.51,0.393,0.773,0,4,0.27
C00453,36,66829,729,74,Gold,Digital,9472,917.17,0.242,0.889,0,9,0.037
C00454,43,81044,630,22,Gold,Direct Mail,9636,1156.1,0.443,0.712,1,8,0.048
C00455,38,95207,721,28,Gold,Partner,16869,1738.74,0.424,0.918,0,8,0.069
C00456,27,39572,656,46,Classic,Branch,4847,880.92,0.376,0.903,0,,0.278
C00457,29,57973,679,16,Classic,Digital,5846,800.64,0.475,0.838,0,8,0.072
C00458,31,66876,642,82,Classic,Digital,4537,637.5,0.341,0.831,0,8,0.022
C00459,37,92116,619,78,Gold,Direct Mail,12724,1297.16,0.383,0.696,0,8,0.033
C00460,45,82936,664,47,Gold,Partner ,10466,1074.5,0.447,0.855,0,9,0.02
C00461,21,55726,709,41,Gold,Digital,11647,1132.59,0.211,0.851,0,6,0.169
C00462,21,77975,688,51,GOLD,Partner,12569,1282.17,0.303,0.902,0,8,0.043
C00463,43,28000,643,11,Classic,Partner,1007,150,0.35,0.793,0,9,0.02
C00464,36,175717,735,44,Platinum,Digital,36168,4001.61,0.536,0.725,0,8,0.084
C00465,50,36583,756,47,Gold,Branch,7530,749.06,0.167,0.916,0,10,0.068
C00466,37,87966,572,78,Classic,Branch,4916,677.31,0.728,0.624,0,8,0.057
C00467,39,44225,669,102,Classic,Partner,1294,486.1,0.317,0.746,0,10,0.02
C00468,40,85623,626,16,Gold,Branch,9480,1435.91,0.445,0.701,1,7,0.089
C00469,48,87361,768,18,Platinum,Branch ,22438,2053.78,0.302,0.855,0,9,0.02
C00470,46,62328,659,32,Classic,Partner,3949,1125.37,0.428,0.721,0,6,0.142
C00471,27,61776,579,34,Classic,Digital,1000,150,0.498,0.766,0,8,0.02
C00472,31,110917,631,9,Gold,Direct Mail,13953,1799.29,0.433,0.718,0,5,0.216
C00473,52,47152,738,36,Gold,Branch,9935,583.82,0.263,0.906,0,7,0.202
C00474,41,47278,632,25,CLASSIC,Digital,4561,359.18,0.388,0.613,0,5,0.159
C00475,29,101535,771,18,Platinum,Digital,23142,2676.58,0.315,0.991,0,7,0.127
C00476,57,84480,746,5,Platinum,Digital,17786,2267.81,0.274,0.851,0,8,0.076
C00477,30,74916,669,65,Gold,Direct Mail,9396,1335.37,0.563,0.719,0,9,0.02
C00478,60,30155,640,34,Classic,Digital,1762,366.3,0.674,0.706,1,7,0.072
C00479,38,104972,647,41,Gold,Branch,16079,1667.94,0.4,0.699,0,8,0.059
C00480,50,28000,629,80,Classic,Partner,2952,155.43,0.389,0.662,0,9,0.02
C00481,51,62305,671,29,Gold,Digital,7770,671.79,0.629,0.696,0,8,0.132
C00482,33,77399,723,34,Gold,Partner,17643,2063.89,0.229,0.584,1,9,0.02
C00483,52,76950,736,20,Gold,Digital,10493,1691.06,0.366,0.915,0,5,0.219
C00484,31,71466,707,29,Gold,Digital,9539,1073.0,0.301,0.883,0,7,0.098
C00485,38,60133,546,52,Classic,Digital,1005,150,0.523,0.406,1,10,0.02
C00486,66,105706,645,55,Gold ,Direct Mail,13892,1562.29,0.434,0.754,0,8,0.052
C00487,44,66033,663,71,Gold,Partner,8653,1046.36,0.475,0.735,0,6,0.156
C00488,27,49704,718,16,Gold,Digital,6159,569.67,0.266,0.892,0,7,0.208
C00489,26,91236,652,29,Gold,Digital,10821,1312.53,0.344,0.909,0,,0.23
C00490,49,52317,640,72,Classic,Digital,3131,285.38,0.535,0.747,0,9,0.02
C00491,43,121672,683,30,Platinum,Partner,26126,3039.42,0.286,0.655,0,5,0.2
C00492,40,45366,739,48,Classic, Direct Mail,7680,363.91,0.225,0.839,0,7,0.146
C00493,48,138172,710,11,Platinum,Digital,27556,3166.33,0.458,0.828,0,8,0.043
C00494,39,84699,774,55,Platinum,Digital,21289,2361.38,0.361,0.898,0,7,0.133
C00495,27,70067,815,12,Platinum,Direct Mail,17384,1552.02,0.217,0.996,0,7,0.096
C00496,40,52488,687,108,Classic,Direct Mail,2350,491.31,0.576,0.618,0,8,0.07
C00497,30,55014,702,37,Gold,Partner,12006,1029.96,0.233,0.773,0,8,0.058
C00498,31,73148,712,31,Gold,Digital,12514,1414.91,0.488,0.782,0,7,0.131
C00499,41,103454,636,19,Gold,Branch,14108,2060.05,0.546,0.732,0,8,0.092
C00500,50,126596,715,42,Platinum,Partner ,26832,3055.45,0.562,0.739,0,4,0.263
C00501,65,53903,649,28,Classic,Branch,6203,326.02,0.325,0.775,0,8,0.056
C00502,45,48215,706,41,Gold,Direct Mail,10369,1155.44,0.344,0.78,0,5,0.196
C00503,53,77463,568,19,Classic,Digital,3807,529.99,0.523,0.595,0,7,0.147
C00504,73,67861,689,17,Gold,Digital,7803,735.22,0.483,0.771,0,7,0.196
C00505,21,39415,667,38,CLASSIC,Digital,3504,1067.98,0.327,0.772,0,,0.046
C00506,21,73213,665,55,Gold,Digital,10138,1150.54,0.489,0.696,0,,0.087
C00507,44,38833,728,58,Classic,Branch ,2953,440.18,0.246,0.855,0,8,0.042
C00508,48,37826,573,43,Classic,Digital,1629,308.72,0.512,0.459,0,9,0.02
C00509,40,46531,588,26,Classic,Digital,1059,532.93,0.575,0.545,0,,0.228
C00510,25,135370,695,5,Classic,Branch,14209,1671.67,0.582,0.724,0,7,0.12
C00511,45,69362,726,110,Gold,Partner,11311,1067.31,0.489,0.837,0,9,0.02
C00512,32,72709,640,22,Gold,Partner,6280,799.66,0.649,0.586,0,8,0.145
C00513,45,103539,811,23,Classic,Digital,12235,1680.83,0.283,1.0,0,8,0.044
C00514,34,90540,651,20,Gold,Digital,11932,1209.14,0.421,0.619,0,8,0.068
C00515,21,79491,667,40,Gold,Digital,13038,1510.3,0.419,0.88,1,6,0.144
C00516,32,71011,656,74,Classic,Digital,5780,253.31,0.669,0.748,0,9,0.02
C00517,40,99130,691,54,Gold,Digital,17689,1821.49,0.387,0.776,0,7,0.145
C00518,55,89071,602,61,Gold,Direct Mail,7891,1336.04,0.32,0.492,1,8,0.084
C00519,54,115260,698,66,Classic,Digital,11235,1551.13,0.4,0.719,0,6,0.16
C00520,21,44124,579,30,Classic,Digital,1000,150,0.51,0.676,0,,0.172
C00521,45,72957,724,29,Gold,Digital,12782,1225.34,0.404,0.842,0,9,0.02
C00522,50,130677,737,24,Platinum,Branch,28889,3223.94,0.322,0.708,0,6,0.224
C00523,21,53772,608,47,Classic,Direct Mail,1768,533.41,0.532,0.701,0,7,0.098
C00524,40,154635,672,150,Platinum,Digital,31310,2761.92,0.335,0.687,0,8,0.072
C00525,37,64258,668,33,Gold,Digital,9322,940.86,0.401,0.734,0,6,0.156
C00526,31,52980,749,113,Gold ,Partner,10055,1691.44,0.386,0.938,0,10,0.02
C00527,51,117877,719,91,Platinum,Direct Mail,26625,2867.96,0.314,0.882,0,9,0.02
C00528,37,82736,684,31,Gold,Digital,12005,1360.95,0.453,0.67,0,9,0.02
C00529,21,110260,725,94,Platinum,Direct Mail,27118,2903.83,0.225,0.735,0,8,0.072
C00530,55,46137,764,44,Gold,Branch,13537,1146.73,0.402,0.903,0,9,0.02
C00531,35,46942,641,37,Classic,Digital,2540,836.57,0.372,0.79,0,8,0.057
C00532,46,49862,689,33,Classic,Partner,5481,543.55,0.314,0.766,0,6,0.167
C00533,25,78889,683,35,Gold,Digital,13590,1632.63,0.359,0.701,0,9,0.02
C00534,35,112884,761,5, Platinum,Direct Mail,25501,2589.95,0.195,0.867,0,9,0.084
C00535,59,88869,658,29,Gold,Partner ,8872,1229.72,0.347,0.834,0,8,0.045
C00536,44,68096,666,22,Gold,Digital,9114,1233.94,0.361,0.781,0,8,0.068
C00537,49,75672,698,18,Gold,Partner,9639,911.61,0.536,0.842,0,9,0.02
C00538,22,75922,609,28,Classic,Partner,1453,606.28,0.594,0.489,1,6,0.157
C00539,75,114807,645,7,Gold,Digital,14200,1482.81,0.321,0.616,0,8,0.085
C00540,28,54301,687,22,Classic,Partner,6849,924.24,0.437,0.676,0,8,0.062
C00541,44,46236,600,50,Classic,Digital,2774,271.95,0.534,0.727,0,7,0.072
C00542,53,99827,728,75,Platinum,Partner,22038,2154.35,0.211,0.921,0,5,0.224
C00543,47,62594,660,57,Classic, Digital,8097,858.49,0.591,0.721,0,7,0.09
C00544,49,78004,796,125,Classic,Branch,8400,925.78,0.185,1.0,0,9,0.02
C00545,24,66702,620,28,Classic,Digital,4774,639.89,0.411,0.663,1,5,0.208
C00546,42,103327,739,9,Platinum,Digital,23992,2998.22,0.396,0.742,0,6,0.174
C00547,56,54141,718,16,Gold,Branch,10971,1558.19,0.232,0.852,1,8,0.076
C00548,29,56678,683,17,Gold,Partner,7693,924.17,0.248,0.798,0,6,0.157
C00549,45,197173,742,11,Platinum,Branch,40000,4445.78,0.318,0.894,0,9,0.02
C00550,41,72519,588,75,classic,Direct Mail,5127,375.84,0.469,0.524,1,8,0.02
C00551,57,87571,639,31,Gold,Digital,10351,837.7,0.543,0.792,0,9,0.057
C00552,60,69701,675,87,Classic,Branch,4679,1138.03,0.322,0.868,0,9,0.02
C00553,53,105088,772,22,Platinum,Digital,26527,2581.24,0.491,0.82,0,7,0.079
C00554,39,83944,653,56,Gold,Digital,13337,1466.07,0.506,0.709,0,7,0.168
C00555,24,70183,591,32,Classic,Direct Mail,6615,786.54,0.493,0.606,0,9,0.02
C00556,34,53742,562,12,Classic,Partner,2117,413.78,0.554,0.595,0,6,0.14
C00557,31,80788,786,11,Platinum,Digital,20937,2458.59,0.417,0.992,0,8,0.038
C00558,46,64626,634,22,Classic,Digital,5147,445.42,0.315,0.735,1,6,0.171
C00559,34,74386,642,71,Classic,Branch,6531,725.47,0.542,0.737,1,8,0.02
C00560,52,55032,686,24,Gold,Branch,4798,150,0.462,0.782,0,8,0.149
C00561,31,67101,676,23,Gold,Digital,9201,1276.23,0.52,0.784,0,5,0.217
C00562,49,67312,759,82,Gold,Digital,12024,1052.67,0.244,0.87,0,8,0.085
C00563,44,101019,799,99,Platinum,Direct Mail,24192,2611.2,0.172,0.979,0,7,0.069
C00564,24,56337,648,11,Classic,Digital,3996,722.78,0.374,0.697,0,9,0.02
C00565,40,135953,678,25,Platinum,Digital,27817,3311.58,0.504,0.884,0,8,0.065
C00566,30,56891,579,7,Classic,Digital,2488,349.17,0.495,0.707,1,8,0.081
C00567,34,87479,688,50,Gold,Digital,13541,1182.26,0.443,0.846,0,7,0.091
C00568,51,58682,680,20,Gold,Direct Mail,5098,1100.72,0.448,0.84,0,8,0.037
C00569,52,83832,724,24,Gold,Branch,13122,1442.07,0.349,0.684,0,5,0.235
C00570,40,143415,805,90,Classic,Partner,13943,1163.69,0.256,0.814,0,9,0.02
C00571,53,80747,706,35,Gold,Direct Mail,10862,824.12,0.449,0.719,0,8,0.133
C00572,21,133290,780,14,Platinum,Digital,30504,3480.61,0.56,0.849,0,7,0.136
C00573,56,89905,730,8, Platinum,Branch,20421,1987.53,0.423,0.936,0,7,0.089
C00574,48,70690,611,62,Classic,Digital,6224,316.88,0.396,0.632,0,8,0.062
C00575,55,107263,695,70,Platinum,Digital,22617,2287.51,0.523,0.795,0,,0.144
C00576,41,48618,703,49,Classic, Direct Mail,8240,1001.57,0.559,0.816,0,6,0.178
C00577,66,45562,682,43,Classic,Digital,1625,150,0.302,0.729,0,7,0.09
C00578,37,54010,731,117,Gold,Partner,10557,784.47,0.338,0.73,0,6,0.209
C00579,43,33570,615,34,Classic,Partner,2788,150,0.543,0.636,0,9,0.02
C00580,24,80182,735,32,Gold,Digital,14528,2019.43,0.323,0.774,0,6,0.153
C00581,33,60594,701,82,Gold,Partner,8896,1187.25,0.386,0.91,0,10,0.02
C00582,29,35968,633,44,Classic,Digital,2308,150,0.395,0.784,2,9,0.052
C00583,33,76837,658,10,Classic,Digital,4666,794.32,0.336,0.743,1,6,0.158
C00584,38,75835,640,28,Gold,Digital,11655,1548.72,0.472,0.765,0,8,0.097
C00585,46,50939,670,15,Classic,Digital,5336,406.73,0.389,0.791,0,7,0.11
C00586,46,97185,644,49,Classic,Digital,6400,576.44,0.61,0.597,0,6,0.19
C00587,43,56575,641,26,Classic,Digital,3819,313.64,0.454,0.71,0,9,0.02
C00588,21,70578,728,55,Gold,Direct Mail,9844,1341.55,0.442,0.935,0,10,0.02
C00589,36,53136,797,47,Gold,Branch,10274,1109.77,0.12,0.814,0,6,0.16
C00590,37,41963,681,19,Classic,Branch,1563,299.32,0.563,0.737,0,8,0.057
C00591,32,56755,657,16,Classic,Partner,6384,150,0.582,0.762,0,7,0.129
C00592,37,108235,631,45,Gold,Digital,14572,1866.48,0.412,0.638,0,7,0.112
C00593,55,124576,616,30,Gold,Digital ,13076,2269.96,0.392,0.706,0,9,0.043
C00594,25,45394,705,9,Classic,Branch,3500,698.48,0.336,0.905,0,9,0.029
C00595,33,60412,743,34,Gold,Direct Mail,11210,1306.51,0.34,0.768,0,7,0.118
C00596,31,39047,668,18,Classic,Partner,5006,588.49,0.524,0.757,0,8,0.035
C00597,54,103830,739,74,Platinum,Direct Mail ,21873,2152.5,0.49,0.8,0,7,0.063
C00598,27,117008,835,10,Gold,Digital,20741,2120.94,0.468,0.911,0,6,0.187
C00599,45,28000,664,40,Classic,Digital,6891,394.15,0.269,0.776,0,7,0.12
C00600,33,58120,697,49,Gold, Direct Mail,9571,1008.79,0.604,0.863,0,8,0.032
C00601,56,97891,702,20,Classic,Branch,7578,956.62,0.449,0.733,0,10,0.02
C00602,36,162099,661,34,platinum,Partner,29717,3570.53,0.466,0.71,0,8,0.064
C00603,54,55980,740,31, Gold,Digital,12845,1116.75,0.455,0.798,0,6,0.145
C00604,48,31010,696,41,Classic,Partner,1000,673.56,0.393,0.851,0,7,0.119
C00605,50,71643,731,23,Gold,Branch,11091,1266.38,0.519,0.892,0,8,0.032
C00606,21,76007,713,82,Gold,Direct Mail,11555,939.24,0.46,0.635,0,8,0.03
C00607,61,53825,628,129,Classic,Partner,1952,425.53,0.345,0.65,0,7,0.135
C00608,27,92493,624,50,Classic,Direct Mail,5415,826.6,0.523,0.767,0,7,0.136
C00609,46,57565,717,39,Gold,Partner,8304,1512.8,0.581,1.0,0,6,0.202
C00610,49,98038,580,48,Gold,Digital,10284,1038.39,0.761,0.655,1,10,0.02
C00611,47,75808,692,8,Gold,Digital,12421,1121.34,0.351,0.651,0,4,0.299
